ｻｲｸﾙNo,TD(m),STA,実TD,切羽TD,初期値計測日時1,初期値計測日時2,初期値計測日時3,初期値計測日時4,初期値計測日時5,初期値計測日時6,初期値計測日時7,初期X座標1,初期Y座標1,初期Z座標1,初期X座標2,初期Y座標2,初期Z座標2,初期X座標3,初期Y座標3,初期Z座標3,初期X座標4,初期Y座標4,初期Z座標4,初期X座標5,初期Y座標5,初期Z座標5,初期X座標6,初期Y座標6,初期Z座標6,初期X座標7,初期Y座標7,初期Z座標7,最終X座標1,最終Y座標1,最終Z座標1,最終X座標2,最終Y座標2,最終Z座標2,最終X座標3,最終Y座標3,最終Z座標3,最終X座標4,最終Y座標4,最終Z座標4,最終X座標5,最終Y座標5,最終Z座標5,最終X座標6,最終Y座標6,最終Z座標6,最終X座標7,最終Y座標7,最終Z座標7
356,356,SP 56+116.000,355.291455078125,357,2014/07/08 18:48:34,2014/07/08 18:55:51,2014/07/08 18:42:36,2014/07/10 19:23:29,2014/07/10 14:35:47,1899/12/30 00:00:00,1899/12/30 00:00:00,-173687.861124369,-1438.8902436963,40.400872422317,-173692.95931874,-1442.84176473822,36.253132112046,-173683.616009419,-1435.61680673457,36.2836483981997,-173693.082024012,-1442.95598780221,33.8528926701146,-173683.517766541,-1435.56473897114,33.8391380223795,,,,,,,-173687.872106591,-1438.89826024874,40.3984290994838,-173692.970759413,-1442.84805466292,36.2531144729914,-173683.629075992,-1435.62715933751,36.2819256199469,-173693.082024012,-1442.95598780221,33.8528926701146,-173683.517416422,-1435.56420835368,33.8396423311864,,,,,,,

ｻｲｸﾙNo,TD(m),STA,計測日時,実TD,切羽TD,変位量A,変位量B,変位量C,変位量D,変位量E,変位量F,変位量G,変位量H,変位量I,沈下量1,沈下量2,沈下量3,沈下量4,沈下量5,沈下量6,沈下量7,X座標1,Y座標1,Z座標1,X座標2,Y座標2,Z座標2,X座標3,Y座標3,Z座標3,X座標4,Y座標4,Z座標4,X座標5,Y座標5,Z座標5,X座標6,Y座標6,Z座標6,X座標7,Y座標7,Z座標7,変位量ｵﾌｾｯﾄA,変位量ｵﾌｾｯﾄB,変位量ｵﾌｾｯﾄC,変位量ｵﾌｾｯﾄD,変位量ｵﾌｾｯﾄE,変位量ｵﾌｾｯﾄF,変位量ｵﾌｾｯﾄG,変位量ｵﾌｾｯﾄH,変位量ｵﾌｾｯﾄI,沈下量ｵﾌｾｯﾄ1,沈下量ｵﾌｾｯﾄ2,沈下量ｵﾌｾｯﾄ3,沈下量ｵﾌｾｯﾄ4,沈下量ｵﾌｾｯﾄ5,沈下量ｵﾌｾｯﾄ6,沈下量ｵﾌｾｯﾄ7,dRX1,dRX2,dRX3,dRX4,dRX5,dRX6,dRX7,dRY1,dRY2,dRY3,dRY4,dRY5,dRY6,dRY7
356,356,SP 56116.000,2014/07/08 18:42:00,355.22,356.925,0,0,0,,,,0,0,0,0,0,0,,,0,0,-173687.8611,-1438.8902,40.4009,-173692.9593,-1442.8418,36.2531,-173683.616,-1435.6168,36.2836,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,SP 56+116.000,2014/07/09 07:47:00,355.291,360.196,-0.2,-1.2,-0.4,,,,0,0,0,-1.3,-0.5,-0.6,,,0,0,,,,-173692.971,-1442.8491,36.2526,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-1.3,-0.5,-0.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,SP 56+116.000,2014/07/09 19:11:00,355.291,363.046,-0.6,-2.3,-0.6,0,,,0,0,0,-2,-0.5,-1.5,0,0,0,0,-173687.87,-1438.8983,40.3987,-173692.971,-1442.8491,36.2526,-173683.6272,-1435.6259,36.2822,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-2,-0.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,SP 56+116.000,2014/07/10 18:35:00,355.291,367.931,-0.8,-2.5,-0.8,-0.3,0,,0,0,0,-2,-0.6,-1.6,-0.5,-0.4,0,0,,,,,,,,,,,,,-173683.5178,-1435.5647,33.8391,,,,,,,0,0,0,0,0,0,0,,,-2,-0.6,-1.6,-0.5,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,SP 56+116.000,2014/07/11 19:01:00,355.291,370,-1.3,-2.6,-2.2,-0.8,,6.8,0,0,0,-2.4,-0.3,-1.6,-0.4,-0.5,0,0,-173687.8721,-1438.8983,40.3984,,,,,,,,,,-173683.5174,-1435.5642,33.8396,,,,,,,0,0,0,0,0,0,0,,,-2.4,-0.3,-1.6,-0.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,SP 56+116.000,2014/07/12 18:15:00,355.291,370,-1.9,-2.9,-3.8,-1.5,,6.8,0,0,0,-2.4,0,-1.7,-0.6,-0.5,0,0,-173687.8721,-1438.8983,40.3984,-173692.9708,-1442.8481,36.2531,-173683.6291,-1435.6272,36.2819,,,,-173683.5174,-1435.5642,33.8396,,,,,,,0,0,0,0,0,0,0,,,-2.4,0,-1.7,-0.6,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,SP 56+116.000,2014/07/14 18:23:00,355.291,370.949,-2.5,-3,-3.9,-1.3,,,0,0,0,-2.5,-0.3,-1.7,-1,-1.5,0,0,,,,,,,,,,-173693.082,-1442.956,33.8529,,,,,,,,,,0,0,0,0,0,0,0,,,-2.5,-0.3,-1.7,-1,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,SP 56+116.000,2014/07/15 18:40:00,355.291,374.917,-3,-2.8,-4,-2,,,0,0,0,-2.7,-0.3,-1.8,-1.4,-2.1,0,0,-173687.8725,-1438.8985,40.3982,,,,-173683.6285,-1435.6263,36.2833,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-2.7,-0.3,-1.8,-1.4,-2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,SP 56+116.000,2014/07/16 18:42:00,355.291,380.925,-3.6,-2.8,-4,-2.9,,,0,0,0,-2.7,-0.6,-1.9,-2.4,-2.4,0,0,-173687.8725,-1438.8985,40.3982,-173692.9698,-1442.8474,36.2534,-173683.6285,-1435.6263,36.2833,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-2.7,-0.6,-1.9,-2.4,-2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,SP 56+116.000,2014/07/18 18:43:00,355.291,392.441,-3.7,-3.4,-4.5,-3.3,,,0,0,0,-2.8,-1.2,-2.2,-2.6,-2.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8,-1.2,-2.2,-2.6,-2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
