ｻｲｸﾙNo,TD(m),STA,実TD,切羽TD,初期値計測日時1,初期値計測日時2,初期値計測日時3,初期値計測日時4,初期値計測日時5,初期値計測日時6,初期値計測日時7,初期X座標1,初期Y座標1,初期Z座標1,初期X座標2,初期Y座標2,初期Z座標2,初期X座標3,初期Y座標3,初期Z座標3,初期X座標4,初期Y座標4,初期Z座標4,初期X座標5,初期Y座標5,初期Z座標5,初期X座標6,初期Y座標6,初期Z座標6,初期X座標7,初期Y座標7,初期Z座標7,最終X座標1,最終Y座標1,最終Z座標1,最終X座標2,最終Y座標2,最終Z座標2,最終X座標3,最終Y座標3,最終Z座標3,最終X座標4,最終Y座標4,最終Z座標4,最終X座標5,最終Y座標5,最終Z座標5,最終X座標6,最終Y座標6,最終Z座標6,最終X座標7,最終Y座標7,最終Z座標7
949,972,SP 5550+0.000,971.868408203125,972.4,2015/01/24 18:04:06,2015/01/24 18:16:05,2015/01/24 18:18:06,2015/01/27 19:29:28,2015/01/27 18:20:37,1899/12/30 00:00:00,1899/12/30 00:00:00,-173308.098102725,-1924.63560955421,56.7600471328256,-173313.103038097,-1928.39086459925,52.6771047003029,-173303.840421191,-1921.18902450838,52.7294984055553,-173313.107705975,-1928.59720952249,50.0801583324067,-173303.725780219,-1921.07080078341,50.2164178180089,,,,,,,-173308.088499651,-1924.62799177915,56.7601152385657,-173313.097363406,-1928.3879183509,52.6781063744173,-173303.841975294,-1921.18877399041,52.7306427999975,-173313.107705975,-1928.59720952249,50.0801583324067,-173303.725780219,-1921.07080078341,50.2164178180089,,,,,,,

ｻｲｸﾙNo,TD(m),STA,計測日時,実TD,切羽TD,変位量A,変位量B,変位量C,変位量D,変位量E,変位量F,変位量G,変位量H,変位量I,沈下量1,沈下量2,沈下量3,沈下量4,沈下量5,沈下量6,沈下量7,X座標1,Y座標1,Z座標1,X座標2,Y座標2,Z座標2,X座標3,Y座標3,Z座標3,X座標4,Y座標4,Z座標4,X座標5,Y座標5,Z座標5,X座標6,Y座標6,Z座標6,X座標7,Y座標7,Z座標7,変位量ｵﾌｾｯﾄA,変位量ｵﾌｾｯﾄB,変位量ｵﾌｾｯﾄC,変位量ｵﾌｾｯﾄD,変位量ｵﾌｾｯﾄE,変位量ｵﾌｾｯﾄF,変位量ｵﾌｾｯﾄG,変位量ｵﾌｾｯﾄH,変位量ｵﾌｾｯﾄI,沈下量ｵﾌｾｯﾄ1,沈下量ｵﾌｾｯﾄ2,沈下量ｵﾌｾｯﾄ3,沈下量ｵﾌｾｯﾄ4,沈下量ｵﾌｾｯﾄ5,沈下量ｵﾌｾｯﾄ6,沈下量ｵﾌｾｯﾄ7,dRX1,dRX2,dRX3,dRX4,dRX5,dRX6,dRX7,dRY1,dRY2,dRY3,dRY4,dRY5,dRY6,dRY7
949,972,SP 5550+0.000,2015/01/24 18:04:00,971.868,970.783,0,0,0,,,,0,0,0,0,0,0,,,0,0,-173308.0981,-1924.6356,56.76,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,972,SP 5550+0.000,2015/01/25 08:22:00,971.868,972.4,-1.2,-0.9,-0.4,,,,0,0,0,-0.8,-0.6,-0.4,,,0,0,-173308.0981,-1924.6349,56.7592,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-0.8,-0.6,-0.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,972,SP 5550+0.000,2015/01/25 17:56:00,971.868,972.4,-1.3,-1.2,-0.7,,,,0,0,0,-1,-0.7,-0.4,,,0,0,-173308.0981,-1924.6349,56.7592,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-1,-0.7,-0.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,972,SP 5550+0.000,2015/01/26 07:06:00,971.868,972.417,-1.2,-0.9,-0.4,,,,0,0,0,-0.8,-0.6,-0.7,,,0,0,-173308.0981,-1924.6349,56.7592,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-0.8,-0.6,-0.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,972,SP 5550+0.000,2015/01/26 18:33:00,971.868,974.325,-1.6,-1.2,-0.8,,,,0,0,0,-1.1,-0.6,-0.7,,,0,0,-173308.0981,-1924.6349,56.7592,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-1.1,-0.6,-0.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,972,SP 5550+0.000,2015/01/27 10:41:00,971.868,977.167,-1.5,-1.7,-0.8,0,,,0,0,0,-1.3,-1.4,-0.9,0,0,0,0,-173308.0885,-1924.628,56.7601,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-1.3,-1.4,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,972,SP 5550+0.000,2015/01/27 18:11:00,971.868,978.73,-1.7,-1.8,-0.8,-0.5,,,0,0,0,-1.5,-1.7,-1.1,-0.5,-0.7,0,0,-173308.0885,-1924.628,56.7601,,,,-173303.842,-1921.1888,52.7306,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-1.5,-1.7,-1.1,-0.5,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,972,SP 5550+0.000,2015/01/28 17:30:00,971.871,984.025,-1.8,-2.5,-1.4,-0.5,,-2.8,0,0,0,-2,-1.5,-1.5,-0.7,-0.6,0,0,-173308.0901,-1924.6332,56.734,-173313.0975,-1928.3903,52.6531,-173303.8335,-1921.1874,52.7059,,,,-173303.7213,-1921.0668,50.1926,,,,,,,0,0,0,0,0,0,0,,,-2,-1.5,-1.5,-0.7,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,972,SP 5550+0.000,2015/01/29 07:50:00,971.871,987.608,-1.8,-2.2,-1.4,-0.6,-0.7,,0,0,0,-2.1,-1.8,-1.6,-0.6,-0.8,0,0,-173308.0895,-1924.6327,56.735,-173313.0939,-1928.3888,52.655,,,,-173313.0973,-1928.5969,50.0563,,,,,,,,,,0,0,0,0,0,0,0,,,-2.1,-1.8,-1.6,-0.6,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,972,SP 5550+0.000,2015/01/30 07:59:00,971.87,993.646,-2,-2.5,-1.7,-0.5,,-1.2,0,0,0,-2.2,-1.8,-2.1,-0.8,-0.9,0,0,-173308.0941,-1924.636,56.7343,-173313.0983,-1928.3911,52.6541,-173303.8369,-1921.1906,52.7065,,,,-173303.7214,-1921.0717,50.1922,,,,,,,0,0,0,0,0,0,0,,,-2.2,-1.8,-2.1,-0.8,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
