Œﬂ≤›ƒñºèÃ,TD(m),Çwç¿ïW(m),Çxç¿ïW(m),çÇÇ≥(m),ï˚à (deg),ÀﬂØ¡›∏ﬁ(deg)
634+9.000       ,2073,-102677.2318,-12241.05804,62.78226271,260.5040334,-0.429710289
634+8.000       ,2074,-102677.3968,-12242.04434,62.77476271,260.5040334,-0.429710289
634+7.000       ,2075,-102677.5618,-12243.03064,62.76726271,260.5040334,-0.429710289
634+6.000       ,2076,-102677.7268,-12244.01693,62.75976271,260.5040334,-0.429710289
634+5.000       ,2077,-102677.8917,-12245.00323,62.75226271,260.5040334,-0.429710289
634+4.000       ,2078,-102678.0567,-12245.98953,62.74476271,260.5040334,-0.429710289
634+3.000       ,2079,-102678.2217,-12246.97582,62.73726271,260.5040334,-0.429710289
634+2.000       ,2080,-102678.3867,-12247.96212,62.72976271,260.5040334,-0.429710289
634+1.000       ,2081,-102678.5516,-12248.94842,62.72226271,260.5040334,-0.429710289
634+0.000       ,2082,-102678.7166,-12249.93472,62.71476271,260.5040334,-0.429710289
633+99.000      ,2083,-102678.8816,-12250.92101,62.70726271,260.5040334,-0.429710289
633+98.000      ,2084,-102679.0466,-12251.90731,62.69976271,260.5040334,-0.429710289
633+97.000      ,2085,-102679.2116,-12252.89361,62.69226271,260.5040334,-0.429710289
633+96.000      ,2086,-102679.3765,-12253.8799,62.68476271,260.5040334,-0.429710289
633+95.000      ,2087,-102679.5415,-12254.8662,62.67726271,260.5040334,-0.429710289
633+94.000      ,2088,-102679.7065,-12255.8525,62.66976271,260.5040334,-0.429710289
633+93.000      ,2089,-102679.8715,-12256.8388,62.66226271,260.5040334,-0.429710289
633+92.000      ,2090,-102680.0364,-12257.82509,62.65476271,260.5040334,-0.429710289
633+91.000      ,2091,-102680.2014,-12258.81139,62.64726271,260.5040334,-0.429710289
633+90.000      ,2092,-102680.3664,-12259.79769,62.63976271,260.5040334,-0.429710289
633+89.000      ,2093,-102680.5314,-12260.78399,62.63226271,260.5040334,-0.429710289
633+88.000      ,2094,-102680.6964,-12261.77028,62.62476271,260.5040334,-0.429710289
633+87.000      ,2095,-102680.8613,-12262.75658,62.61726271,260.5040334,-0.429710289
633+86.000      ,2096,-102681.0263,-12263.74288,62.60976271,260.5040334,-0.429710289
633+85.000      ,2097,-102681.1913,-12264.72917,62.60226271,260.5040334,-0.429710289
633+84.000      ,2098,-102681.3563,-12265.71547,62.59476271,260.5040334,-0.429710289
633+83.000      ,2099,-102681.5213,-12266.70177,62.58726271,260.5040334,-0.429710289
633+82.000      ,2100,-102681.6862,-12267.68807,62.57976271,260.5040334,-0.429710289
633+81.000      ,2101,-102681.8512,-12268.67436,62.57226271,260.5040334,-0.429710289
633+80.000      ,2102,-102682.0162,-12269.66066,62.56476271,260.5040334,-0.429710289
633+79.000      ,2103,-102682.1812,-12270.64696,62.55726271,260.5040334,-0.429710289
633+78.000      ,2104,-102682.3461,-12271.63325,62.54976271,260.5040334,-0.429710289
633+77.000      ,2105,-102682.5111,-12272.61955,62.54226271,260.5040334,-0.429710289
633+76.000      ,2106,-102682.6761,-12273.60585,62.53476271,260.5040334,-0.429710289
633+75.000      ,2107,-102682.8411,-12274.59215,62.52726271,260.5040334,-0.429710289
633+74.000      ,2108,-102683.0061,-12275.57844,62.51976271,260.5040334,-0.429710289
633+73.000      ,2109,-102683.171,-12276.56474,62.51226271,260.5040334,-0.429710289
633+72.000      ,2110,-102683.336,-12277.55104,62.50476271,260.5040334,-0.429710289
633+71.000      ,2111,-102683.501,-12278.53734,62.49726271,260.5040334,-0.429710289
633+70.000      ,2112,-102683.666,-12279.52363,62.48976271,260.5040334,-0.429710289
633+69.000      ,2113,-102683.8309,-12280.50993,62.48226271,260.5040334,-0.429710289
633+68.000      ,2114,-102683.9959,-12281.49623,62.47476271,260.5040334,-0.429710289
633+67.000      ,2115,-102684.1609,-12282.48252,62.46726271,260.5040334,-0.429710289
633+66.000      ,2116,-102684.3259,-12283.46882,62.45976271,260.5040334,-0.429710289
633+65.000      ,2117,-102684.4909,-12284.45512,62.45226271,260.5040334,-0.429710289
633+64.000      ,2118,-102684.6558,-12285.44142,62.44476271,260.5040334,-0.429710289
633+63.000      ,2119,-102684.8208,-12286.42771,62.43726271,260.5040334,-0.429710289
633+62.000      ,2120,-102684.9858,-12287.41401,62.42976271,260.5040334,-0.429710289
633+61.000      ,2121,-102685.1508,-12288.40031,62.42226271,260.5040334,-0.429710289
633+60.000      ,2122,-102685.3158,-12289.3866,62.41476271,260.5040334,-0.429710289
633+59.000      ,2123,-102685.4807,-12290.3729,62.40726271,260.5040334,-0.429710289
633+58.000      ,2124,-102685.6457,-12291.3592,62.39976271,260.5040334,-0.429710289
633+57.000      ,2125,-102685.8107,-12292.3455,62.39226271,260.5040334,-0.429710289
633+56.000      ,2126,-102685.9757,-12293.33179,62.38476271,260.5040334,-0.429710289
633+55.000      ,2127,-102686.1406,-12294.31809,62.37726271,260.5040334,-0.429710289
633+54.000      ,2128,-102686.3056,-12295.30439,62.36976271,260.5040334,-0.429710289
633+53.000      ,2129,-102686.4706,-12296.29069,62.36226271,260.5040334,-0.429710289
633+52.000      ,2130,-102686.6356,-12297.27698,62.35476271,260.5040334,-0.429710289
633+51.000      ,2131,-102686.8006,-12298.26328,62.34726271,260.5040334,-0.429710289
633+50.000      ,2132,-102686.9655,-12299.24958,62.33976271,260.5040334,-0.429710289
633+49.000      ,2133,-102687.1305,-12300.23587,62.33226271,260.5040334,-0.429710289
633+48.000      ,2134,-102687.2955,-12301.22217,62.32476271,260.5040334,-0.429710289
633+47.000      ,2135,-102687.4605,-12302.20847,62.31726271,260.5040334,-0.429710289
633+46.000      ,2136,-102687.6254,-12303.19477,62.30976271,260.5040334,-0.429710289
633+45.000      ,2137,-102687.7904,-12304.18106,62.30226271,260.5040334,-0.429710289
633+44.000      ,2138,-102687.9554,-12305.16736,62.29476271,260.5040334,-0.429710289
633+43.000      ,2139,-102688.1204,-12306.15366,62.28726271,260.5040334,-0.429710289
633+42.000      ,2140,-102688.2854,-12307.13995,62.27976271,260.5040334,-0.429710289
633+41.000      ,2141,-102688.4503,-12308.12625,62.27226271,260.5040334,-0.429710289
633+40.000      ,2142,-102688.6153,-12309.11255,62.26476271,260.5040334,-0.429710289
633+39.000      ,2143,-102688.7803,-12310.09885,62.25726271,260.5040334,-0.429710289
633+38.000      ,2144,-102688.9453,-12311.08514,62.24976271,260.5040334,-0.429710289
633+37.000      ,2145,-102689.1102,-12312.07144,62.24226271,260.5040334,-0.429710289
633+36.000      ,2146,-102689.2752,-12313.05774,62.23476271,260.5040334,-0.429710289
633+35.000      ,2147,-102689.4402,-12314.04403,62.22726271,260.5040334,-0.429710289
633+34.000      ,2148,-102689.6052,-12315.03033,62.21976271,260.5040334,-0.429710289
633+33.000      ,2149,-102689.7702,-12316.01663,62.21226271,260.5040334,-0.429710289
633+32.000      ,2150,-102689.9351,-12317.00293,62.20476271,260.5040334,-0.429710289
633+31.000      ,2151,-102690.1001,-12317.98922,62.19726271,260.5040334,-0.429710289
633+30.000      ,2152,-102690.2651,-12318.97552,62.18976271,260.5040334,-0.429710289
633+29.000      ,2153,-102690.4301,-12319.96182,62.18226271,260.5040334,-0.429710289
633+28.000      ,2154,-102690.5951,-12320.94812,62.17476271,260.5040334,-0.429710289
633+27.000      ,2155,-102690.76,-12321.93441,62.16726271,260.5040334,-0.429710289
633+26.000      ,2156,-102690.925,-12322.92071,62.15976271,260.5040334,-0.429710289
633+25.000      ,2157,-102691.09,-12323.90701,62.15226271,260.5040334,-0.429710289
633+24.000      ,2158,-102691.255,-12324.8933,62.14476271,260.5040334,-0.429710289
633+23.000      ,2159,-102691.4199,-12325.8796,62.13726271,260.5040334,-0.429710289
633+22.000      ,2160,-102691.5849,-12326.8659,62.12976271,260.5040334,-0.429710289
633+21.000      ,2161,-102691.7499,-12327.8522,62.12226271,260.5040334,-0.429710289
633+20.000      ,2162,-102691.9149,-12328.83849,62.11476271,260.5040334,-0.429710289
633+19.000      ,2163,-102692.0799,-12329.82479,62.10726271,260.5040334,-0.429710289
633+18.000      ,2164,-102692.2448,-12330.81109,62.09976271,260.5040334,-0.429710289
633+17.000      ,2165,-102692.4098,-12331.79738,62.09226271,260.5040334,-0.429710289
633+16.000      ,2166,-102692.5748,-12332.78368,62.08476271,260.5040334,-0.429710289
633+15.000      ,2167,-102692.7398,-12333.76998,62.07726271,260.5040334,-0.429710289
633+14.000      ,2168,-102692.9047,-12334.75628,62.06976271,260.5040334,-0.429710289
633+13.000      ,2169,-102693.0697,-12335.74257,62.06226271,260.5040334,-0.429710289
633+12.000      ,2170,-102693.2347,-12336.72887,62.05476271,260.5040334,-0.429710289
633+11.000      ,2171,-102693.3997,-12337.71517,62.04726271,260.5040334,-0.429710289
633+10.000      ,2172,-102693.5647,-12338.70147,62.03976271,260.5040334,-0.429710289
633+9.000       ,2173,-102693.7296,-12339.68776,62.03226271,260.5040334,-0.429710289
633+8.000       ,2174,-102693.8946,-12340.67406,62.02476271,260.5040334,-0.429710289
633+7.000       ,2175,-102694.0596,-12341.66036,62.01726271,260.5040334,-0.429710289
633+6.000       ,2176,-102694.2246,-12342.64665,62.00976271,260.5040334,-0.429710289
633+5.000       ,2177,-102694.3895,-12343.63295,62.00226271,260.5040334,-0.429710289
633+4.000       ,2178,-102694.5545,-12344.61925,61.99476271,260.5040334,-0.429710289
633+3.000       ,2179,-102694.7195,-12345.60555,61.98726271,260.5040334,-0.429710289
633+2.000       ,2180,-102694.8845,-12346.59184,61.97976271,260.5040334,-0.429710289
633+1.000       ,2181,-102695.0495,-12347.57814,61.97226271,260.5040334,-0.429710289
633+0.000       ,2182,-102695.2144,-12348.56444,61.96476271,260.5040334,-0.429710289
632+99.000      ,2183,-102695.3794,-12349.55073,61.95726271,260.5040334,-0.429710289
632+98.000      ,2184,-102695.5444,-12350.53703,61.94976271,260.5040334,-0.429710289
632+97.000      ,2185,-102695.7094,-12351.52333,61.94226271,260.5040334,-0.429710289
632+96.000      ,2186,-102695.8744,-12352.50963,61.93476271,260.5040334,-0.429710289
632+95.000      ,2187,-102696.0393,-12353.49592,61.92726271,260.5040334,-0.429710289
632+94.000      ,2188,-102696.2043,-12354.48222,61.91976271,260.5040334,-0.429710289
632+93.000      ,2189,-102696.3693,-12355.46852,61.91226271,260.5040334,-0.429710289
632+92.000      ,2190,-102696.5343,-12356.45482,61.90476271,260.5040334,-0.429710289
632+91.000      ,2191,-102696.6992,-12357.44111,61.89726271,260.5040334,-0.429710289
632+90.000      ,2192,-102696.8642,-12358.42741,61.88976271,260.5040334,-0.429710289
632+89.000      ,2193,-102697.0292,-12359.41371,61.88226271,260.5040334,-0.429710289
632+88.000      ,2194,-102697.1942,-12360.4,61.87476271,260.5040334,-0.429710289
632+87.000      ,2195,-102697.3592,-12361.3863,61.86726271,260.5040334,-0.429710289
632+86.000      ,2196,-102697.5241,-12362.3726,61.85976271,260.5040334,-0.429710289
632+85.000      ,2197,-102697.6891,-12363.3589,61.85226271,260.5040334,-0.429710289
632+84.000      ,2198,-102697.8541,-12364.34519,61.84476271,260.5040334,-0.429710289
632+83.000      ,2199,-102698.0191,-12365.33149,61.83726271,260.5040334,-0.429710289
632+82.000      ,2200,-102698.184,-12366.31779,61.82976271,260.5040334,-0.429710289
632+81.000      ,2201,-102698.349,-12367.30408,61.82226271,260.5040334,-0.429710289
632+80.000      ,2202,-102698.514,-12368.29038,61.81476271,260.5040334,-0.429710289
632+79.000      ,2203,-102698.679,-12369.27668,61.80726271,260.5040334,-0.429710289
632+78.000      ,2204,-102698.844,-12370.26298,61.79976271,260.5040334,-0.429710289
632+77.000      ,2205,-102699.0089,-12371.24927,61.79226271,260.5040334,-0.429710289
632+76.000      ,2206,-102699.1739,-12372.23557,61.78476271,260.5040334,-0.429710289
632+75.000      ,2207,-102699.3389,-12373.22187,61.77726271,260.5040334,-0.429710289
632+74.000      ,2208,-102699.5039,-12374.20817,61.76976271,260.5040334,-0.429710289
632+73.000      ,2209,-102699.6689,-12375.19446,61.76226271,260.5040334,-0.429710289
632+72.000      ,2210,-102699.8338,-12376.18076,61.75476271,260.5040334,-0.429710289
632+71.000      ,2211,-102699.9988,-12377.16706,61.74726271,260.5040334,-0.429710289
632+70.000      ,2212,-102700.1638,-12378.15335,61.73976271,260.5040334,-0.429710289
632+69.000      ,2213,-102700.3288,-12379.13965,61.73226271,260.5040334,-0.429710289
632+68.000      ,2214,-102700.4937,-12380.12595,61.72476271,260.5040334,-0.429710289
632+67.000      ,2215,-102700.6587,-12381.11225,61.71726271,260.5040334,-0.429710289
632+66.000      ,2216,-102700.8237,-12382.09854,61.70976271,260.5040334,-0.429710289
632+65.000      ,2217,-102700.9887,-12383.08484,61.70226271,260.5040334,-0.429710289
632+64.000      ,2218,-102701.1537,-12384.07114,61.69476271,260.5040334,-0.429710289
632+63.000      ,2219,-102701.3186,-12385.05743,61.68726271,260.5040334,-0.429710289
632+62.000      ,2220,-102701.4836,-12386.04373,61.67976271,260.5040334,-0.429710289
632+61.000      ,2221,-102701.6486,-12387.03003,61.67226271,260.5040334,-0.429710289
632+60.000      ,2222,-102701.8136,-12388.01633,61.66476271,260.5040334,-0.429710289
632+59.000      ,2223,-102701.9785,-12389.00262,61.65726271,260.5040334,-0.429710289
632+58.000      ,2224,-102702.1435,-12389.98892,61.64976271,260.5040334,-0.429710289
632+57.000      ,2225,-102702.3085,-12390.97522,61.64226271,260.5040334,-0.429710289
632+56.000      ,2226,-102702.4735,-12391.96152,61.63476271,260.5040334,-0.429710289
632+55.000      ,2227,-102702.6385,-12392.94781,61.62726271,260.5040334,-0.429710289
632+54.000      ,2228,-102702.8034,-12393.93411,61.61976271,260.5040334,-0.429710289
632+53.000      ,2229,-102702.9684,-12394.92041,61.61226271,260.5040334,-0.429710289
632+52.000      ,2230,-102703.1334,-12395.9067,61.60476271,260.5040334,-0.429710289
632+51.000      ,2231,-102703.2984,-12396.893,61.59726271,260.5040334,-0.429710289
632+50.000      ,2232,-102703.4633,-12397.8793,61.58976271,260.5040334,-0.429710289
632+49.000      ,2233,-102703.6283,-12398.8656,61.58226271,260.5040334,-0.429710289
632+48.000      ,2234,-102703.7933,-12399.85189,61.57476271,260.5040334,-0.429710289
632+47.000      ,2235,-102703.9583,-12400.83819,61.56726271,260.5040334,-0.429710289
632+46.000      ,2236,-102704.1233,-12401.82449,61.55976271,260.5040334,-0.429710289
632+45.000      ,2237,-102704.2882,-12402.81078,61.55226271,260.5040334,-0.429710289
632+44.000      ,2238,-102704.4532,-12403.79708,61.54476271,260.5040334,-0.429710289
632+43.000      ,2239,-102704.6182,-12404.78338,61.53726271,260.5040334,-0.429710289
632+42.000      ,2240,-102704.7832,-12405.76968,61.52976271,260.5040334,-0.429710289
632+41.000      ,2241,-102704.9482,-12406.75597,61.52226271,260.5040334,-0.429710289
632+40.000      ,2242,-102705.1131,-12407.74227,61.51476271,260.5040334,-0.429710289
632+39.000      ,2243,-102705.2781,-12408.72857,61.50726271,260.5040334,-0.429710289
632+38.000      ,2244,-102705.4431,-12409.71487,61.49976271,260.5040334,-0.429710289
632+37.000      ,2245,-102705.6081,-12410.70116,61.49226271,260.5040334,-0.429710289
632+36.000      ,2246,-102705.773,-12411.68746,61.48476271,260.5040334,-0.429710289
632+35.000      ,2247,-102705.938,-12412.67376,61.47726271,260.5040334,-0.429710289
632+34.000      ,2248,-102706.103,-12413.66005,61.46976271,260.5040334,-0.429710289
632+33.000      ,2249,-102706.268,-12414.64635,61.46226271,260.5040334,-0.429710289
632+32.000      ,2250,-102706.433,-12415.63265,61.45476271,260.5040334,-0.429710289
632+31.000      ,2251,-102706.5979,-12416.61895,61.44726271,260.5040334,-0.429710289
632+30.000      ,2252,-102706.7629,-12417.60524,61.43976271,260.5040334,-0.429710289
632+29.000      ,2253,-102706.9279,-12418.59154,61.43226271,260.5040334,-0.429710289
632+28.000      ,2254,-102707.0929,-12419.57784,61.42476271,260.5040334,-0.429710289
632+27.000      ,2255,-102707.2578,-12420.56413,61.41726271,260.5040334,-0.429710289
632+26.000      ,2256,-102707.4228,-12421.55043,61.40976271,260.5040334,-0.429710289
632+25.000      ,2257,-102707.5878,-12422.53673,61.40226271,260.5040334,-0.429710289
632+24.000      ,2258,-102707.7528,-12423.52303,61.39476271,260.5040334,-0.429710289
632+23.000      ,2259,-102707.9178,-12424.50932,61.38726271,260.5040334,-0.429710289
632+22.000      ,2260,-102708.0827,-12425.49562,61.37976271,260.5040334,-0.429710289
632+21.000      ,2261,-102708.2477,-12426.48192,61.37226271,260.5040334,-0.429710289
632+20.000      ,2262,-102708.4127,-12427.46821,61.36476271,260.5040334,-0.429710289
632+19.000      ,2263,-102708.5777,-12428.45451,61.35726271,260.5040334,-0.429710289
632+18.000      ,2264,-102708.7427,-12429.44081,61.34976271,260.5040334,-0.429710289
632+17.000      ,2265,-102708.9076,-12430.42711,61.34226271,260.5040334,-0.429710289
632+16.000      ,2266,-102709.0726,-12431.4134,61.33476271,260.5040334,-0.429710289
632+15.000      ,2267,-102709.2376,-12432.3997,61.32726271,260.5040334,-0.429710289
632+14.000      ,2268,-102709.4026,-12433.386,61.31976271,260.5040334,-0.429710289
632+13.000      ,2269,-102709.5675,-12434.3723,61.31226271,260.5040334,-0.429710289
632+12.000      ,2270,-102709.7325,-12435.35859,61.30476271,260.5040334,-0.429710289
632+11.000      ,2271,-102709.8975,-12436.34489,61.29726271,260.5040334,-0.429710289
632+10.000      ,2272,-102710.0625,-12437.33119,61.28976271,260.5040334,-0.429710289
632+9.000       ,2273,-102710.2275,-12438.31748,61.28226271,260.5040334,-0.429710289
632+8.000       ,2274,-102710.3924,-12439.30378,61.27476271,260.5040334,-0.429710289
632+7.000       ,2275,-102710.5574,-12440.29008,61.26726271,260.5040334,-0.429710289
632+6.000       ,2276,-102710.7224,-12441.27638,61.25976271,260.5040334,-0.429710289
632+5.000       ,2277,-102710.8874,-12442.26267,61.25226271,260.5040334,-0.429710289
632+4.000       ,2278,-102711.0523,-12443.24897,61.24476271,260.5040334,-0.429710289
632+3.000       ,2279,-102711.2173,-12444.23527,61.23726271,260.5040334,-0.429710289
632+2.000       ,2280,-102711.3823,-12445.22156,61.22976271,260.5040334,-0.429710289
632+1.000       ,2281,-102711.5473,-12446.20786,61.22226271,260.5040334,-0.429710289
