ｻｲｸﾙNo,TD(m),STA,実TD,切羽TD,初期値計測日時1,初期値計測日時2,初期値計測日時3,初期値計測日時4,初期値計測日時5,初期値計測日時6,初期値計測日時7,初期X座標1,初期Y座標1,初期Z座標1,初期X座標2,初期Y座標2,初期Z座標2,初期X座標3,初期Y座標3,初期Z座標3,初期X座標4,初期Y座標4,初期Z座標4,初期X座標5,初期Y座標5,初期Z座標5,初期X座標6,初期Y座標6,初期Z座標6,初期X座標7,初期Y座標7,初期Z座標7,最終X座標1,最終Y座標1,最終Z座標1,最終X座標2,最終Y座標2,最終Z座標2,最終X座標3,最終Y座標3,最終Z座標3,最終X座標4,最終Y座標4,最終Z座標4,最終X座標5,最終Y座標5,最終Z座標5,最終X座標6,最終Y座標6,最終Z座標6,最終X座標7,最終Y座標7,最終Z座標7
353,377,STA 651+5,405.650732421875,125,2007/07/10 19:10:01,2007/07/03 16:23:29,2007/07/03 16:22:00,2007/07/04 08:45:56,2007/07/04 08:46:45,1899/12/30 00:00:00,1899/12/30 00:00:00,-102230.184172252,-10646.8625268876,65.7628832809621,-102235.450771676,-10644.5321600635,61.6403136658001,-102224.961540867,-10649.1344490528,61.632312371603,-102235.706019895,-10644.2927356829,59.5426303075672,-102224.739538276,-10649.3189623451,59.6204723777009,,,,,,,-102230.191469736,-10646.8624830598,65.7505211437026,-102235.457439374,-10644.5311254007,61.6381624061423,-102224.979180475,-10649.1323884714,61.6172954163291,-102235.711617581,-10644.2915039374,59.5400698135173,-102224.750986473,-10649.3164564298,59.6079715497644,,,,,,,

ｻｲｸﾙNo,TD(m),STA,計測日時,実TD,切羽TD,変位量A,変位量B,変位量C,変位量D,変位量E,変位量F,変位量G,変位量H,変位量I,沈下量1,沈下量2,沈下量3,沈下量4,沈下量5,沈下量6,沈下量7,X座標1,Y座標1,Z座標1,X座標2,Y座標2,Z座標2,X座標3,Y座標3,Z座標3,X座標4,Y座標4,Z座標4,X座標5,Y座標5,Z座標5,X座標6,Y座標6,Z座標6,X座標7,Y座標7,Z座標7,変位量ｵﾌｾｯﾄA,変位量ｵﾌｾｯﾄB,変位量ｵﾌｾｯﾄC,変位量ｵﾌｾｯﾄD,変位量ｵﾌｾｯﾄE,変位量ｵﾌｾｯﾄF,変位量ｵﾌｾｯﾄG,変位量ｵﾌｾｯﾄH,変位量ｵﾌｾｯﾄI,沈下量ｵﾌｾｯﾄ1,沈下量ｵﾌｾｯﾄ2,沈下量ｵﾌｾｯﾄ3,沈下量ｵﾌｾｯﾄ4,沈下量ｵﾌｾｯﾄ5,沈下量ｵﾌｾｯﾄ6,沈下量ｵﾌｾｯﾄ7,dRX1,dRX2,dRX3,dRX4,dRX5,dRX6,dRX7,dRY1,dRY2,dRY3,dRY4,dRY5,dRY6,dRY7
377,407,STA 650+75,2007/07/03 16:25:00,405.655,407.103,0,0,0,,,,0,0,0,0,0,0,,,0,0,-102230.1793,-10646.869,65.7547,-102235.4478,-10644.5347,61.6412,-102224.9624,-10649.1346,61.6294,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,407,STA 650+75,2007/07/04 08:50:00,405.652,412.043,-1.1,-3.2,-4.4,0.2,0,8.9,0,0,0,-1.4,-1.1,-2.6,0,0,0,0,-102230.1833,-10646.8638,65.7601,-102235.4497,-10644.5306,61.6392,-102224.965,-10649.1323,61.6297,-102235.7068,-10644.2918,59.5436,-102224.7403,-10649.3186,59.6195,,,,,,,0,0,0,0,0,0,0,,,-1.4,-1.1,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,407,STA 650+75,2007/07/05 16:29:00,405.651,419.771,-2.3,-3.6,-6.3,-1.3,-0.7,7.7,0,0,0,-1.6,-1.8,-4.7,-0.5,-2.6,0,0,-102230.1949,-10646.8577,65.7579,-102235.4616,-10644.5226,61.6406,-102224.9798,-10649.1262,61.6276,-102235.7174,-10644.2847,59.5421,-102224.7521,-10649.3106,59.6179,,,,,,,0,0,0,0,0,0,0,,,-1.6,-1.8,-4.7,-0.5,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,407,STA 650+75,2007/07/09 10:57:00,405.656,426.788,-4,-2.9,-6.2,-1.7,-3.5,3.8,0,0,0,-1.7,-1,-4.3,-0.8,-2.9,0,0,-102230.1733,-10646.873,65.7542,-102235.441,-10644.541,61.6393,-102224.9591,-10649.1398,61.6281,-102235.6966,-10644.3028,59.5418,-102224.7297,-10649.3241,59.6196,,,,,,,0,0,0,0,0,0,0,,,-1.7,-1,-4.3,-0.8,-2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,407,STA 650+75,2007/07/10 19:11:00,405.651,434.846,-4,-3.3,-5.6,-1.7,,,0,0,0,-1.8,-1,-4.3,-0.8,-3.3,0,0,-102230.1842,-10646.8625,65.7631,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-1.8,-1,-4.3,-0.8,-3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,407,STA 650+75,2007/07/12 17:17:00,405.651,448.085,-3.5,-3.9,-5.9,-2.1,4,2,0,0,0,-1.1,-2.2,-5.1,-2.3,-3.8,0,0,-102230.1876,-10646.8613,65.764,-102235.4568,-10644.5287,61.6381,-102224.9728,-10649.1318,61.6272,-102235.7122,-10644.2921,59.5403,-102224.7437,-10649.3139,59.6166,,,,,,,0,0,0,0,0,0,0,,,-1.1,-2.2,-5.1,-2.3,-3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,407,STA 650+75,2007/07/14 08:35:00,405.651,457,-4.5,-3.3,-6,-2.2,3.8,1.1,0,0,0,-1.9,-2.9,-5.4,-3.1,-4.4,0,0,-102230.1863,-10646.8622,65.763,-102235.4553,-10644.5319,61.6374,-102224.9719,-10649.1327,61.6269,-102235.7111,-10644.2936,59.5396,-102224.7436,-10649.3153,59.6161,,,,,,,0,0,0,0,0,0,0,,,-1.9,-2.9,-5.4,-3.1,-4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,407,STA 650+75,2007/07/16 11:02:00,405.651,457,-4.6,-3.8,-6.1,-1.9,5.3,0.4,0,0,0,-2,-2.2,-5.7,-5.4,-3.9,0,0,-102230.1899,-10646.8606,65.7629,-102235.4582,-10644.5273,61.6382,-102224.9759,-10649.1302,61.6266,-102235.7139,-10644.2905,59.5372,-102224.7474,-10649.3135,59.6166,,,,,,,0,0,0,0,0,0,0,,,-2,-2.2,-5.7,-5.4,-3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,407,STA 650+75,2007/07/18 16:58:00,405.652,465.99,-5.1,-4.1,-6.3,-1.8,3.6,0.5,0,0,0,-2.9,-2.4,-6.6,-4.8,-4.3,0,0,-102230.1877,-10646.8623,65.762,-102235.4557,-10644.5302,61.6379,-102224.9712,-10649.1322,61.6258,-102235.7112,-10644.2934,59.5379,-102224.7433,-10649.3151,59.6172,,,,,,,0,0,0,0,0,0,0,,,-2.9,-2.4,-6.6,-4.8,-4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,407,STA 650+75,2007/07/19 12:16:00,405.651,471.78,-4.4,-4.5,-6.2,-1.9,3.4,-0.7,0,0,0,-3.1,-3.4,-7.6,-4,-4.3,0,0,-102230.192,-10646.8593,65.7611,-102235.4622,-10644.5286,61.6369,-102224.979,-10649.1292,61.6247,-102235.7162,-10644.2885,59.5386,-102224.7494,-10649.3118,59.6162,,,,,,,0,0,0,0,0,0,0,,,-3.1,-3.4,-7.6,-4,-4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
