ｻｲｸﾙNo,TD(m),STA,実TD,切羽TD,初期値計測日時1,初期値計測日時2,初期値計測日時3,初期値計測日時4,初期値計測日時5,初期値計測日時6,初期値計測日時7,初期X座標1,初期Y座標1,初期Z座標1,初期X座標2,初期Y座標2,初期Z座標2,初期X座標3,初期Y座標3,初期Z座標3,初期X座標4,初期Y座標4,初期Z座標4,初期X座標5,初期Y座標5,初期Z座標5,初期X座標6,初期Y座標6,初期Z座標6,初期X座標7,初期Y座標7,初期Z座標7,最終X座標1,最終Y座標1,最終Z座標1,最終X座標2,最終Y座標2,最終Z座標2,最終X座標3,最終Y座標3,最終Z座標3,最終X座標4,最終Y座標4,最終Z座標4,最終X座標5,最終Y座標5,最終Z座標5,最終X座標6,最終Y座標6,最終Z座標6,最終X座標7,最終Y座標7,最終Z座標7
784,891,STA 645+91,1010.42387695313,1028.5,2008/03/21 07:13:43,2008/03/21 07:14:19,2008/03/21 07:14:55,2008/04/11 19:27:08,2008/04/11 19:27:46,1899/12/30 00:00:00,1899/12/30 00:00:00,-102477.169711471,-11198.3973574564,74.6240946762782,-102482.586659626,-11196.5491478641,70.7437828823259,-102471.73652174,-11200.1632467574,70.7415243176773,-102483.022057676,-11196.4491587399,68.3186628189035,-102471.34509946,-11200.3651286185,68.3545230838607,,,,,,,-102477.184944533,-11198.3919247163,74.6300801680514,-102482.582997056,-11196.5757176163,70.7421908047049,-102471.723557474,-11200.1563298977,70.7529865207285,-102483.028450843,-11196.4506311915,68.3228270442656,-102471.3541451,-11200.3641229996,68.3594548540306,,,,,,,

ｻｲｸﾙNo,TD(m),STA,計測日時,実TD,切羽TD,変位量A,変位量B,変位量C,変位量D,変位量E,変位量F,変位量G,変位量H,変位量I,沈下量1,沈下量2,沈下量3,沈下量4,沈下量5,沈下量6,沈下量7,X座標1,Y座標1,Z座標1,X座標2,Y座標2,Z座標2,X座標3,Y座標3,Z座標3,X座標4,Y座標4,Z座標4,X座標5,Y座標5,Z座標5,X座標6,Y座標6,Z座標6,X座標7,Y座標7,Z座標7,変位量ｵﾌｾｯﾄA,変位量ｵﾌｾｯﾄB,変位量ｵﾌｾｯﾄC,変位量ｵﾌｾｯﾄD,変位量ｵﾌｾｯﾄE,変位量ｵﾌｾｯﾄF,変位量ｵﾌｾｯﾄG,変位量ｵﾌｾｯﾄH,変位量ｵﾌｾｯﾄI,沈下量ｵﾌｾｯﾄ1,沈下量ｵﾌｾｯﾄ2,沈下量ｵﾌｾｯﾄ3,沈下量ｵﾌｾｯﾄ4,沈下量ｵﾌｾｯﾄ5,沈下量ｵﾌｾｯﾄ6,沈下量ｵﾌｾｯﾄ7,dRX1,dRX2,dRX3,dRX4,dRX5,dRX6,dRX7,dRY1,dRY2,dRY3,dRY4,dRY5,dRY6,dRY7
891,1012,STA 644+70.5,2008/03/21 07:24:00,1010.423,1011.567,0,0,0,,,,0,0,0,0,0,0,,,0,0,-102477.1622,-11198.3989,74.6187,-102482.5801,-11196.5507,70.74,-102471.7314,-11200.164,70.7378,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,1012,STA 644+70.5,2008/03/21 17:52:00,1010.425,1013.311,-13.7,-0.1,-6.9,,,,0,0,0,-2,-4.5,-1.4,,,0,0,-102477.1702,-11198.3989,74.6221,-102482.5699,-11196.5566,70.7393,-102471.7254,-11200.1659,70.7512,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-2,-4.5,-1.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,1012,STA 644+70.5,2008/03/22 13:53:00,1010.424,1015.787,-15.4,-1,-11.1,,,,0,0,0,-4.7,-4.2,-1.1,,,0,0,-102477.1735,-11198.3964,74.6194,-102482.5725,-11196.5584,70.7365,-102471.7307,-11200.1627,70.7468,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-4.7,-4.2,-1.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,1012,STA 644+70.5,2008/03/24 08:31:00,1010.424,1016.753,-15.8,-0.5,-11.3,,,,0,0,0,-0.8,-4.2,-0.2,,,0,0,-102477.1724,-11198.3966,74.6233,-102482.5708,-11196.5605,70.7396,-102471.7278,-11200.1626,70.7524,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-0.8,-4.2,-0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,1012,STA 644+70.5,2008/03/24 16:42:00,1010.423,1018.117,-16.1,-2.7,-12.9,,,,0,0,0,-0.5,-5.6,1,,,0,0,-102477.1925,-11198.3885,74.6236,-102482.5908,-11196.5531,70.74,-102471.75,-11200.1541,70.7535,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-0.5,-5.6,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,1012,STA 644+70.5,2008/03/25 12:48:00,1010.422,1020.983,-17.6,-0.5,-12.8,,,,0,0,0,-1.2,-5.3,-0.2,,,0,0,-102477.1789,-11198.3921,74.6229,-102482.5762,-11196.5607,70.7384,-102471.7336,-11200.1569,70.7524,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-1.2,-5.3,-0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,1012,STA 644+70.5,2008/03/25 13:09:00,1010.424,1021.013,-17.6,-0.5,-12.8,,,,0,0,0,-1.2,-5.3,-0.2,,,0,0,-102477.1869,-11198.3919,74.6245,-102482.583,-11196.5604,70.7402,-102471.7431,-11200.1564,70.7525,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-1.2,-5.3,-0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,1012,STA 644+70.5,2008/03/25 19:05:00,1010.425,1021.507,-15.7,-0.7,-11.2,,,,0,0,0,-3.3,-6.5,0.8,,,0,0,-102477.1798,-11198.3952,74.6224,-102482.5788,-11196.563,70.7389,-102471.7341,-11200.1594,70.7535,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-3.3,-6.5,0.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,1012,STA 644+70.5,2008/03/26 11:35:00,1010.423,1023.264,-15.8,-1.4,-11.5,,,,0,0,0,-1.9,-5.7,1.2,,,0,0,-102477.1825,-11198.3924,74.6238,-102482.5821,-11196.5637,70.7398,-102471.7383,-11200.1564,70.7539,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-1.9,-5.7,1.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,1012,STA 644+70.5,2008/03/27 16:07:00,1010.424,1027.26,-17.4,-2.2,-11.3,,,,0,0,0,-3.1,-5.2,0.7,,,0,0,-102477.1797,-11198.3942,74.6226,-102482.5788,-11196.5663,70.7403,-102471.7353,-11200.1563,70.7534,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-3.1,-5.2,0.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
