ｻｲｸﾙNo,TD(m),STA,実TD,切羽TD,初期値計測日時1,初期値計測日時2,初期値計測日時3,初期値計測日時4,初期値計測日時5,初期値計測日時6,初期値計測日時7,初期X座標1,初期Y座標1,初期Z座標1,初期X座標2,初期Y座標2,初期Z座標2,初期X座標3,初期Y座標3,初期Z座標3,初期X座標4,初期Y座標4,初期Z座標4,初期X座標5,初期Y座標5,初期Z座標5,初期X座標6,初期Y座標6,初期Z座標6,初期X座標7,初期Y座標7,初期Z座標7,最終X座標1,最終Y座標1,最終Z座標1,最終X座標2,最終Y座標2,最終Z座標2,最終X座標3,最終Y座標3,最終Z座標3,最終X座標4,最終Y座標4,最終Z座標4,最終X座標5,最終Y座標5,最終Z座標5,最終X座標6,最終Y座標6,最終Z座標6,最終X座標7,最終Y座標7,最終Z座標7
229,229,STA 652+53,228.257861328125,125,2007/05/11 18:12:25,2007/05/11 18:13:25,2007/05/11 18:14:09,2007/08/11 13:53:33,2007/05/21 16:35:57,1899/12/30 00:00:00,1899/12/30 00:00:00,-102160.161591009,-10483.8789258993,63.1220841821564,-102165.569382325,-10481.654207484,59.0767286871044,-102154.954083624,-10485.942833813,59.0126831225882,-102165.66997602,-10481.0183934268,56.9276611558411,-102154.677116364,-10486.0963975202,56.9243461126433,,,,,,,-102160.155890241,-10483.8745241469,63.1005346605815,-102165.563780484,-10481.6553618492,59.061451066918,-102154.949562021,-10485.9422147838,58.9989777823115,-102165.6697489,-10481.0166144881,56.9203273711571,-102154.687329203,-10486.0900591874,56.9139185366844,,,,,,,

ｻｲｸﾙNo,TD(m),STA,計測日時,実TD,切羽TD,変位量A,変位量B,変位量C,変位量D,変位量E,変位量F,変位量G,変位量H,変位量I,沈下量1,沈下量2,沈下量3,沈下量4,沈下量5,沈下量6,沈下量7,X座標1,Y座標1,Z座標1,X座標2,Y座標2,Z座標2,X座標3,Y座標3,Z座標3,X座標4,Y座標4,Z座標4,X座標5,Y座標5,Z座標5,X座標6,Y座標6,Z座標6,X座標7,Y座標7,Z座標7,変位量ｵﾌｾｯﾄA,変位量ｵﾌｾｯﾄB,変位量ｵﾌｾｯﾄC,変位量ｵﾌｾｯﾄD,変位量ｵﾌｾｯﾄE,変位量ｵﾌｾｯﾄF,変位量ｵﾌｾｯﾄG,変位量ｵﾌｾｯﾄH,変位量ｵﾌｾｯﾄI,沈下量ｵﾌｾｯﾄ1,沈下量ｵﾌｾｯﾄ2,沈下量ｵﾌｾｯﾄ3,沈下量ｵﾌｾｯﾄ4,沈下量ｵﾌｾｯﾄ5,沈下量ｵﾌｾｯﾄ6,沈下量ｵﾌｾｯﾄ7,dRX1,dRX2,dRX3,dRX4,dRX5,dRX6,dRX7,dRY1,dRY2,dRY3,dRY4,dRY5,dRY6,dRY7
229,229,STA 652+53,2007/05/11 18:15:00,228.258,228.469,0,0,0,,,,0,0,0,0,0,0,,,0,0,-102160.1641,-10483.8777,63.1207,-102165.5719,-10481.6528,59.0762,-102154.9544,-10485.9422,59.0143,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,STA 652+53,2007/05/14 18:59:00,228.259,229,-0.6,2.4,3.1,,,,0,0,0,-0.2,-0.9,1.6,,,0,0,-102160.1405,-10483.8887,63.1219,-102165.5474,-10481.665,59.0758,-102154.9288,-10485.9537,59.0143,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-0.2,-0.9,1.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,STA 652+53,2007/05/16 19:12:00,228.256,229,0,-0.5,1,,,,0,0,0,-2.7,-4.4,1.3,,,0,0,-102160.1651,-10483.8757,63.1194,-102165.5719,-10481.6519,59.0724,-102154.9555,-10485.9408,59.014,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-2.7,-4.4,1.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,STA 652+53,2007/05/18 07:50:00,228.257,229.083,-2.5,-0.5,-1.1,,,,0,0,0,-1.7,-4.3,1.3,,,0,0,-102160.158,-10483.879,63.1204,-102165.5648,-10481.6543,59.078,-102154.951,-10485.9437,59.0117,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-1.7,-4.3,1.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,STA 652+53,2007/05/21 12:42:00,228.256,234.94,-2.7,-2.7,-0.3,,,,0,0,0,-9.1,-6.1,-3.2,,,0,0,-102160.1505,-10483.8812,63.113,-102165.5577,-10481.6584,59.0706,-102154.9424,-10485.946,59.0095,,,,,,,,,,,,,0,0,0,0,0,0,0,,,-9.1,-6.1,-3.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,STA 652+53,2007/05/21 16:59:00,228.255,235.797,-2.3,-0.9,0.6,0.7,6.3,-16,0,0,0,-8.4,-6.9,-3.6,-1.1,-0.9,0,0,-102160.1596,-10483.8767,63.1137,-102165.5662,-10481.6536,59.0699,-102154.9509,-10485.9439,59.0091,-102165.8691,-10481.4769,56.9457,-102154.6907,-10486.0914,56.9234,,,,,,,0,0,0,0,0,0,0,,,-8.4,-6.9,-3.6,-1.1,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,STA 652+53,2007/05/22 07:41:00,228.255,238.771,-3.3,-2.7,0.8,0,98.7,-18.7,0,0,0,-11.1,-7.2,-3.6,0,-2.2,0,0,-102160.1636,-10483.8748,63.111,-102165.5704,-10481.6513,59.0695,-102154.9546,-10485.9408,59.0091,-102165.8514,-10481.4972,56.7848,-102154.6969,-10486.0888,56.9222,,,,,,,0,0,0,0,0,0,0,,,-11.1,-7.2,-3.6,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,STA 652+53,2007/05/22 16:48:00,228.254,241.05,-3.4,-2.9,-0.9,0.3,97.9,-19.7,0,0,0,-11.7,-5.9,-2.5,0.8,-1.5,0,0,-102160.1529,-10483.8785,63.1103,-102165.5612,-10481.6555,59.0708,-102154.9468,-10485.9437,59.0102,-102165.8407,-10481.5,56.7855,-102154.6859,-10486.0917,56.9229,,,,,,,0,0,0,0,0,0,0,,,-11.7,-5.9,-2.5,0.8,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,STA 652+53,2007/05/23 12:53:00,228.254,245.777,-4,-3.7,0,0.8,97.2,-17.6,0,0,0,-10.9,-5.8,-2.7,1.6,-1.9,0,0,-102160.1715,-10483.8703,63.1112,-102165.5787,-10481.6479,59.0709,-102154.9636,-10485.937,59.01,-102165.8583,-10481.4922,56.7864,-102154.7034,-10486.0852,56.9224,,,,,,,0,0,0,0,0,0,0,,,-10.9,-5.8,-2.7,1.6,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,STA 652+53,2007/05/24 17:53:00,228.25,251.577,-3.2,-3.8,0.8,0.8,,-17.2,0,0,0,-9.2,-5.8,-2.8,2.3,-0.4,0,0,-102160.1585,-10483.8718,63.1155,-102165.5684,-10481.6512,59.0709,-102154.9501,-10485.9382,59.0099,,,,-102154.691,-10486.0872,56.9258,,,,,,,0,0,0,0,0,0,0,,,-9.2,-5.8,-2.8,2.3,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
