ﾎﾟｲﾝﾄ名称,距離(m),形成時代,大区分,岩相
30+17.000       ,1419.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+18.000       ,1420.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+19.000       ,1421.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+20.000       ,1422.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+21.000       ,1423.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+22.000       ,1424.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+23.000       ,1425.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+24.000       ,1426.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+25.000       ,1427.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+26.000       ,1428.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+27.000       ,1429.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+28.000       ,1430.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+29.000       ,1431.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+30.000       ,1432.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+31.000       ,1433.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+32.000       ,1434.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+33.000       ,1435.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+34.000       ,1436.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+35.000       ,1437.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+36.000       ,1438.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+37.000       ,1439.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+38.000       ,1440.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+39.000       ,1441.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+40.000       ,1442.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+41.000       ,1443.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+42.000       ,1444.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+43.000       ,1445.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+44.000       ,1446.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+45.000       ,1447.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+46.000       ,1448.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+47.000       ,1449.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+48.000       ,1450.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+49.000       ,1451.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+50.000       ,1452.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+51.000       ,1453.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+52.000       ,1454.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+53.000       ,1455.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+54.000       ,1456.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+55.000       ,1457.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+56.000       ,1458.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+57.000       ,1459.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+58.000       ,1460.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+59.000       ,1461.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+60.000       ,1462.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+61.000       ,1463.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+62.000       ,1464.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+63.000       ,1465.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+64.000       ,1466.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+65.000       ,1467.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+66.000       ,1468.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+67.000       ,1469.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+68.000       ,1470.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+69.000       ,1471.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+70.000       ,1472.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+71.000       ,1473.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+72.000       ,1474.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
